"","subjectkey","freq_Lotto","freq_OthLotA","freq_OthLotB","freq_Scratch","freq_VSbet","freq_VHorse","freq_Casino","freq_Slots","freq_Table","freq_PVei","freq_OVei","freq_FHorse","freq_Private","freq_Cruise","freq_PPaf","freq_OPaf","freq_PFor","freq_OFor","freq_Other","diverity","diverity_No_lottery"
"4732","5171",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4733","5172",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"4734","5173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4735","5174",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4
"4736","5175",1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,11,10
"4737","5176",1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,4
"4738","5177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4739","5178",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"4740","5179",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4741","5180",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"4742","5181",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4743","5183",1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5
"4744","5184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4745","5186",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4746","5187",1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,9,8
"4747","5188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4748","5189",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4749","5190",1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6,5
"4750","5191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4751","5192",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"4752","5193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4753","5194",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4754","5195",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4755","5196",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,7
"4756","5197",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,4
"4757","5198",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4758","5199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4759","5200",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4760","5201",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4761","5202",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4762","5203",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4763","5204",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"4764","5205",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4765","5206",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4766","5207",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3
"4767","5208",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4768","5209",1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,8,7
"4769","5210",1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,9,8
"4770","5211",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4771","5212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4772","5214",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"4773","5216",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4774","5217",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4
"4775","5218",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
"4776","5219",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4777","5222",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4778","5223",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4779","5224",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4780","5225",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4781","5226",1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,8,7
"4782","5227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4783","5229",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4784","5231",1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,11,10
"4785","5232",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4786","5233",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4787","5235",1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,14,13
"4788","5237",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4789","5238",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4790","5239",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"4791","5240",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"4792","5241",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4793","5242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4794","5243",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4
"4795","5244",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4796","5245",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4797","5246",1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4
"4798","5247",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4799","5248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4800","5249",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4801","5250",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"4802","5251",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4803","5252",1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3
"4804","5253",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4805","5254",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4806","5255",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4807","5256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4808","5257",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4809","5258",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4810","5259",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4811","5260",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
"4812","5261",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4813","5262",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
"4814","5263",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4815","5264",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4816","5265",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4817","5266",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4818","5267",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4819","5268",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
"4820","5269",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"4821","5270",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4822","5271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4823","5272",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4824","5273",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4825","5274",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4826","5275",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"4827","5276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4828","5277",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4829","5278",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,4
"4830","5279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4831","5282",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4832","5283",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4833","5284",1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,7
"4834","5285",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4835","5286",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4836","5287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4837","5288",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4838","5289",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4839","5290",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4840","5291",1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,7,6
"4841","5293",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4842","5294",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4843","5295",1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,7,6
"4844","5296",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4845","5297",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4846","5298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4847","5299",1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,6,5
"4848","5300",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4849","5301",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"4850","5302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4851","5303",1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,7,6
"4852","5304",1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,4
"4853","5306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4854","5308",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4855","5309",1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,11,10
"4856","5310",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4857","5311",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4858","5312",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3
"4859","5313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4860","5315",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4861","5316",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4862","5317",1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7,6
"4863","5318",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"4864","5319",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"4865","5320",1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,7,6
"4866","5321",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4867","5323",1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,9,8
"4868","5324",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4869","5325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4870","5326",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,17
"4871","5327",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4872","5328",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3
"4873","5329",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"4874","5330",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"4875","5331",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"4876","5332",1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5
"4877","5333",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4878","5334",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4879","5335",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18
"4880","5337",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4881","5338",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"4882","5339",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4883","5340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4884","5341",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4885","5342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4886","5343",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4887","5344",1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,7
"4888","5345",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4889","5346",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4890","5347",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4891","5348",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3
"4892","5349",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4893","5350",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4894","5351",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"4895","5352",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,4
"4896","5353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4897","5355",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4898","5356",1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5
"4899","5357",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4900","5358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4901","5359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4902","5360",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,16
"4903","5361",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4904","5364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4905","5365",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,7,6
"4906","5366",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4907","5368",1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,9,8
"4908","5369",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4909","5370",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4910","5371",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,3
"4911","5372",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"4912","5373",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4913","5374",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4914","5375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4915","5376",1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4
"4916","5377",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4917","5378",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4918","5379",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4919","5380",1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,8,7
"4920","5381",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4921","5382",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4922","5383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4923","5384",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"4924","5385",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18
"4925","5388",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8,7
"4926","5390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4927","5391",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4928","5392",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2
"4929","5393",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4930","5394",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4931","5395",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3
"4932","5397",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"4933","5398",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,6
"4934","5400",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4935","5401",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4936","5402",1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,9,8
"4937","5403",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4938","5404",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"4939","5405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4940","5406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4941","5407",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4942","5408",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4943","5409",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,4
"4944","5410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4945","5411",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4946","5412",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4947","5413",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
"4948","5414",1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,8,7
"4949","5415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4950","5416",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4951","5417",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4952","5418",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,6
"4953","5419",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4954","5420",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4955","5421",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4956","5422",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4957","5423",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"4958","5424",1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,11,10
"4959","5425",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4960","5426",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4961","5427",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4962","5428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4963","5429",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4
"4964","5430",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"4965","5432",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,5
"4966","5433",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4967","5435",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4968","5436",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4969","5437",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4970","5438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4971","5439",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"4972","5440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4973","5441",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4974","5442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4975","5443",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4976","5444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4977","5445",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4
"4978","5446",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4979","5447",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4980","5448",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4981","5449",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"4982","5450",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4
"4983","5451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4984","5452",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"4985","5453",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"4986","5454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4987","5455",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4988","5456",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4989","5457",1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,4
"4990","5458",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4991","5459",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"4992","5460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4993","5461",1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7,6
"4994","5462",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,15,14
"4995","5463",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4996","5464",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4997","5465",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3
"4998","5466",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4999","5467",1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7,6
"5000","5468",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"5001","5469",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5002","5470",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5003","5474",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"5004","5475",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,7
"5005","5477",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"5006","5478",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"5007","5479",1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,8,7
"5008","5480",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
"5009","5481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5010","5482",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"5011","5483",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,18
"5012","5484",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10,9
"5013","5485",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
