"","subjectkey","annual_expenses"
"3250",4345,100
"3251",4347,30
"3252",4349,1
"3253",4350,5337.30568095586
"3254",4351,960
"3255",4353,208
"3256",4354,120
"3257",4358,15
"3258",4360,30
"3259",4361,500
"3260",4362,600
"3261",4363,480
"3262",4364,300
"3263",4365,50
"3264",4366,20
"3265",4367,96
"3266",4368,312
"3267",4369,1560
"3268",4370,364
"3269",4371,158
"3270",4372,300
"3271",4373,416
"3272",4375,100
"3273",4376,1560
"3274",4377,20
"3275",4379,3
"3276",4380,250
"3277",4382,240
"3278",4383,900
"3279",4384,70
"3280",4385,676
"3281",4386,156
"3282",4387,70
"3283",4388,70
"3284",4389,240
"3285",4390,480
"3286",4392,80
"3287",4393,5200
"3288",4394,520
"3289",4396,1300
"3290",4397,416
"3291",4398,1040
"3292",4400,120
"3293",4401,20
"3294",4402,400
"3295",4404,180
"3296",4406,50
"3297",4408,60
"3298",4409,100
"3299",4411,20
"3300",4412,140
"3301",4413,100
"3302",4414,540
"3303",4415,180
"3304",4416,240
"3305",4417,140
"3306",4418,260
"3307",4421,60
"3308",4423,10
"3309",4424,75
"3310",4426,520
"3311",4427,208
"3312",4428,400
"3313",4429,1456
"3314",4430,500
"3315",4431,1040
"3316",4432,480
"3317",4433,104
"3318",4434,10
"3319",4435,150
"3320",4436,20
"3321",4437,120
"3322",4439,1000
"3323",4440,360
"3324",4441,60
"3325",4442,360
"3326",4443,15
"3327",4446,240
"3328",4448,300
"3329",4449,1040
"3330",4450,208
"3331",4451,240
"3332",4452,50
"3333",4454,50
"3334",4455,300
"3335",4456,104
"3336",4457,360
"3337",4459,20
"3338",4460,20
"3339",4461,364
"3340",4462,50
"3341",4463,200
"3342",4465,7
"3343",4466,30
"3344",4467,30
"3345",4468,200
"3346",4469,144
"3347",4470,50
"3348",4471,20
"3349",4473,260
"3350",4474,96
"3351",4475,40
"3352",4478,780
"3353",4479,50
"3354",4480,15
"3355",4481,2600
"3356",4484,20
"3357",4486,1040
"3358",4487,60
"3359",4488,10
"3360",4489,1040
"3361",4490,1920
"3362",4491,54
"3363",4493,240
"3364",4494,600
"3365",4495,60
"3366",4496,600
"3367",4498,240
"3368",4499,5337.30568095586
"3369",4500,1000
"3370",4501,364
"3371",4503,5000
"3372",4504,4000
"3373",4505,30
"3374",4506,104
"3375",4508,3600
"3376",4509,100
"3377",4510,300
"3378",4511,3
"3379",4516,100
"3380",4517,120
"3381",4520,100
"3382",4522,120
"3383",4523,1000
"3384",4524,800
"3385",4525,288
"3386",4526,1040
"3387",4527,2600
"3388",4528,260
"3389",4530,30
"3390",4531,20
"3391",4532,150
"3392",4533,240
"3393",4535,60
"3394",4536,312
"3395",4537,2080
"3396",4539,100
"3397",4542,520
"3398",4544,260
"3399",4545,40
"3400",4547,156
"3401",4548,20
"3402",4549,3000
"3403",4551,100
"3404",4552,500
"3405",4553,5
"3406",4554,10
"3407",4555,260
"3408",4556,200
"3409",4557,1440
"3410",4558,20
"3411",4559,104
"3412",4560,520
"3413",4562,150
"3414",4564,10
"3415",4566,240
"3416",4568,100
"3417",4569,208
"3418",4570,80
"3419",4572,60
"3420",4573,16
"3421",4574,4160
"3422",4576,462
"3423",4577,240
"3424",4579,60
"3425",4580,10
"3426",4581,30
"3427",4583,20
"3428",4584,100
"3429",4585,240
"3430",4586,30
"3431",4588,240
"3432",4589,600
"3433",4591,250
"3434",4594,300
"3435",4595,40
"3436",4596,500
"3437",4597,50
"3438",4598,50
"3439",4600,850
"3440",4601,260
"3441",4602,20
"3442",4603,150
"3443",4605,1144
"3444",4606,400
"3445",4608,1560
"3446",4610,15
"3447",4612,52
"3448",4615,1560
"3449",4618,40
"3450",4619,100
"3451",4622,30
"3452",4623,20
"3453",4625,288
"3454",4627,90
"3455",4628,960
"3456",4631,100
"3457",4632,50
"3458",4634,50
"3459",4635,104
"3460",4636,60
"3461",4637,20
"3462",4639,468
"3463",4641,104
"3464",4643,20
"3465",4644,50
"3466",4646,1500
"3467",4647,520
"3468",4649,120
"3469",4654,840
"3470",4655,9
"3471",4656,960
"3472",4657,5
"3473",4658,180
"3474",4660,360
"3475",4661,2
"3476",4662,600
"3477",4663,550
"3478",4664,1200
"3479",4665,50
"3480",4666,100
"3481",4668,960
"3482",4669,5337.30568095586
"3483",4671,5337.30568095586
"3484",4672,2
"3485",4674,100
"3486",4676,100
"3487",4677,1560
"3488",4678,60
"3489",4680,240
"3490",4681,20
"3491",4683,100
"3492",4684,2600
"3493",4685,1200
"3494",4686,1040
"3495",4687,20
"3496",4689,50
"3497",4690,4
"3498",4691,100
"3499",4692,3000
"3500",4693,520
"3501",4695,520
"3502",4696,250
"3503",4698,10
"3504",4699,5
"3505",4700,180
"3506",4702,100
"3507",4705,60
"3508",4706,100
"3509",4707,1000
"3510",4710,1000
"3511",4711,100
"3512",4712,312
"3513",4713,10
"3514",4714,208
"3515",4715,20
"3516",4716,20
"3517",4717,30
"3518",4719,2600
"3519",4720,240
"3520",4721,300
"3521",4722,20
"3522",4723,260
"3523",4724,10
"3524",4725,1200
"3525",4726,5337.30568095586
"3526",4727,60
"3527",4728,90
"3528",4729,2
"3529",4731,520
"3530",4732,350
"3531",4733,270
"3532",4734,20
"3533",4735,240
"3534",4736,700
"3535",4737,260
"3536",4739,312
"3537",4740,10
"3538",4742,260
"3539",4743,300
"3540",4744,50
"3541",4745,30
"3542",4746,312
"3543",4747,50
"3544",4748,480
"3545",4749,1560
"3546",4750,5
"3547",4751,1200
"3548",4752,120
"3549",4753,520
"3550",4754,364
"3551",4755,10
"3552",4756,240
"3553",4757,100
"3554",4758,20
"3555",4759,120
"3556",4761,70
"3557",4763,520
"3558",4764,180
"3559",4766,520
"3560",4767,24
"3561",4768,1248
"3562",4769,10
"3563",4770,300
"3564",4771,240
"3565",4772,360
"3566",4773,144
"3567",4774,300
"3568",4775,30
"3569",4776,50
"3570",4777,5337.30568095586
"3571",4778,30
"3572",4779,3600
"3573",4780,520
"3574",4781,100
"3575",4782,1560
"3576",4783,500
"3577",4785,1
"3578",4787,60
"3579",4788,300
"3580",4789,30
"3581",4790,600
"3582",4794,20
"3583",4795,624
"3584",4797,100
"3585",4798,20
"3586",4799,5337.30568095586
"3587",4800,10
"3588",4801,120
"3589",4802,20
"3590",4803,200
"3591",4804,120
"3592",4805,1040
"3593",4806,96
"3594",4807,600
"3595",4809,2000
"3596",4810,80
"3597",4812,15
"3598",4813,480
"3599",4814,700
"3600",4815,40
"3601",4816,120
"3602",4818,1200
"3603",4820,48
"3604",4821,312
"3605",4824,1040
"3606",4825,100
"3607",4826,200
"3608",4827,480
"3609",4828,5
"3610",4829,60
"3611",4831,1040
"3612",4832,60
"3613",4833,20
"3614",4834,2080
"3615",4835,150
"3616",4836,288
"3617",4837,1560
"3618",4840,240
"3619",4841,240
"3620",4842,20
"3621",4843,60
"3622",4844,240
"3623",4845,10
"3624",4846,2
"3625",4847,10
"3626",4848,2000
"3627",4849,1300
"3628",4851,10
"3629",4852,200
"3630",4855,144
"3631",4856,520
"3632",4857,100
"3633",4858,500
"3634",4860,288
"3635",4861,20
"3636",4862,1040
"3637",4864,780
"3638",4866,15
"3639",4868,150
"3640",4870,120
"3641",4873,100
"3642",4874,20
"3643",4875,30
"3644",4876,96
"3645",4878,240
"3646",4879,12
"3647",4880,1300
"3648",4881,1
"3649",4882,150
"3650",4883,500
"3651",4884,300
"3652",4886,360
"3653",4888,720
"3654",4889,1300
"3655",4890,2160
"3656",4891,120
"3657",4893,50
"3658",4894,120
"3659",4895,260
"3660",4896,50
"3661",4897,80
"3662",4898,100
"3663",4899,50
"3664",4901,720
"3665",4902,120
"3666",4906,100
"3667",4907,600
"3668",4909,1
"3669",4910,196
"3670",4911,1560
"3671",4913,400
"3672",4917,416
"3673",4918,30
"3674",4919,250
"3675",4921,120
"3676",4922,25
"3677",4923,2184
"3678",4925,50
"3679",4926,520
"3680",4927,1560
"3681",4928,520
"3682",4929,156
"3683",4931,520
"3684",4932,288
"3685",4933,240
"3686",4934,1200
"3687",4935,120
"3688",4936,1040
"3689",4937,20
"3690",4938,180
"3691",4939,480
"3692",4941,100
"3693",4942,520
"3694",4945,150
"3695",4948,260
"3696",4949,520
"3697",4950,350
"3698",4951,200
"3699",4955,260
"3700",4956,150
"3701",4957,20
"3702",4960,52
"3703",4963,400
"3704",4965,750
"3705",4966,25
"3706",4967,3120
"3707",4968,40
"3708",4970,520
"3709",4972,260
"3710",4974,192
"3711",4975,120
"3712",4977,720
"3713",4978,25
"3714",4979,104
"3715",4980,30
"3716",4981,10
"3717",4983,5
"3718",4984,1040
"3719",4986,200
"3720",4987,50
"3721",4988,10
"3722",4989,30
"3723",4990,1040
"3724",4993,250
"3725",4994,840
"3726",4998,20
"3727",5000,6
"3728",5001,10
"3729",5002,700
"3730",5003,120
"3731",5004,1560
"3732",5006,240
"3733",5007,100
"3734",5008,1924
"3735",5009,1200
"3736",5010,60
"3737",5011,20
"3738",5013,80
"3739",5014,1040
"3740",5015,1000
"3741",5016,400
"3742",5017,1000
"3743",5018,15
"3744",5019,832
"3745",5021,1040
"3746",5023,80
"3747",5024,3600
"3748",5025,208
"3749",5026,240
"3750",5028,16
"3751",5029,1248
"3752",5031,50
"3753",5032,520
"3754",5033,1040
"3755",5036,40
"3756",5037,100
"3757",5043,36
"3758",5044,100
"3759",5046,5
"3760",5047,24
"3761",5049,600
"3762",5050,50
"3763",5051,156
"3764",5053,676
"3765",5057,2400
"3766",5060,260
"3767",5062,416
"3768",5063,15
"3769",5065,24
"3770",5067,50
"3771",5069,208
"3772",5070,240
"3773",5071,200
"3774",5072,100
"3775",5073,120
"3776",5074,15
"3777",5076,1000
"3778",5077,40
"3779",5078,2500
"3780",5080,120
"3781",5082,80
"3782",5085,780
"3783",5087,20
"3784",5088,30
"3785",5089,200
"3786",5093,1200
"3787",5094,100
"3788",5095,50
"3789",5096,240
"3790",5097,780
"3791",5098,4000
"3792",5099,120
"3793",5100,416
"3794",5102,780
"3795",5103,10
"3796",5104,30
"3797",5105,624
"3798",5106,50
"3799",5107,520
"3800",5108,780
"3801",5109,240
"3802",5110,5337.30568095586
"3803",5112,200
"3804",5115,30
"3805",5116,240
"3806",5118,120
"3807",5121,120
"3808",5122,40
"3809",5125,360
"3810",5126,4000
"3811",5127,60
"3812",5128,10
"3813",5129,50
"3814",5130,10
"3815",5132,120
"3816",5133,20
"3817",5134,520
"3818",5135,120
"3819",5136,20
"3820",5137,5200
"3821",5138,156
"3822",5139,120
"3823",5141,100
"3824",5143,96
"3825",5144,6
"3826",5145,520
"3827",5146,700
"3828",5147,40
"3829",5148,2
"3830",5149,1440
"3831",5150,1920
"3832",5152,208
"3833",5153,50
"3834",5154,5200
"3835",5155,5337.30568095586
"3836",5158,100
"3837",5159,700
"3838",5160,156
"3839",5164,20
"3840",5165,50
"3841",5167,416
"3842",5168,100
"3843",5169,1040
"3844",5170,96
"3845",5171,10
"3846",5172,120
"3847",5174,150
"3848",5175,500
"3849",5176,120
"3850",5179,60
"3851",5180,10
"3852",5181,50
"3853",5182,200
"3854",5183,600
"3855",5185,288
"3856",5186,20
"3857",5187,240
"3858",5189,40
"3859",5190,180
"3860",5192,10
"3861",5194,1040
"3862",5195,420
"3863",5196,5000
"3864",5197,1400
"3865",5198,100
"3866",5201,312
"3867",5202,840
"3868",5203,120
"3869",5204,25
"3870",5205,20
"3871",5206,500
"3872",5207,100
"3873",5209,1300
"3874",5210,1200
"3875",5213,416
"3876",5214,338
"3877",5215,100
"3878",5216,170
"3879",5217,60
"3880",5218,120
"3881",5219,1300
"3882",5221,5200
"3883",5222,20
"3884",5224,520
"3885",5225,520
"3886",5226,300
"3887",5229,300
"3888",5231,1000
"3889",5232,30
"3890",5233,300
"3891",5235,240
"3892",5236,60
"3893",5237,500
"3894",5238,60
"3895",5239,10
"3896",5240,150
"3897",5241,240
"3898",5243,280
"3899",5244,300
"3900",5245,208
"3901",5246,1300
"3902",5247,240
"3903",5249,208
"3904",5250,960
"3905",5251,30
"3906",5252,16
"3907",5253,240
"3908",5254,120
"3909",5255,520
"3910",5258,10
"3911",5259,200
"3912",5261,728
"3913",5262,40
"3914",5263,30
"3915",5264,100
"3916",5265,364
"3917",5266,1144
"3918",5267,50
"3919",5268,30
"3920",5269,10
"3921",5270,1200
"3922",5272,50
"3923",5273,9
"3924",5274,60
"3925",5275,30
"3926",5277,60
"3927",5278,30
"3928",5280,500
"3929",5282,20
"3930",5283,25
"3931",5284,400
"3932",5286,50
"3933",5288,40
"3934",5289,20
"3935",5290,104
"3936",5291,1000
"3937",5293,1040
"3938",5294,50
"3939",5295,364
"3940",5296,10
"3941",5297,40
"3942",5299,120
"3943",5300,50
"3944",5301,2600
"3945",5303,150
"3946",5304,60
"3947",5305,180
"3948",5307,30
"3949",5308,600
"3950",5309,360
"3951",5310,336
"3952",5311,500
"3953",5312,240
"3954",5314,30
"3955",5316,50
"3956",5318,15
"3957",5319,50
"3958",5320,900
"3959",5321,20
"3960",5323,80
"3961",5324,1040
"3962",5328,10
"3963",5329,300
"3964",5330,250
"3965",5331,15
"3966",5332,1820
"3967",5333,180
"3968",5334,450
"3969",5336,260
"3970",5337,240
"3971",5338,60
"3972",5339,540
"3973",5341,520
"3974",5343,20
"3975",5344,2080
"3976",5345,5
"3977",5346,5
"3978",5347,120
"3979",5348,780
"3980",5349,52
"3981",5350,110
"3982",5351,1560
"3983",5352,100
"3984",5354,2000
"3985",5356,3500
"3986",5357,50
"3987",5360,500
"3988",5361,20
"3989",5362,520
"3990",5363,350
"3991",5364,10
"3992",5365,200
"3993",5366,50
"3994",5367,480
"3995",5368,500
"3996",5369,100
"3997",5370,150
"3998",5371,20
"3999",5372,40
"4000",5373,5
"4001",5374,80
"4002",5376,500
"4003",5377,20
"4004",5378,936
"4005",5379,60
"4006",5380,1800
"4007",5381,50
"4008",5382,30
"4009",5384,20
"4010",5385,20
"4011",5387,520
"4012",5388,700
"4013",5389,200
"4014",5391,100
"4015",5392,300
"4016",5393,100
"4017",5394,1040
"4018",5395,480
"4019",5397,20
"4020",5398,480
"4021",5399,364
"4022",5400,20
"4023",5401,5337.30568095586
"4024",5402,420
"4025",5403,2000
"4026",5404,60
"4027",5407,260
"4028",5408,312
"4029",5409,50
"4030",5411,150
"4031",5412,10
"4032",5413,200
"4033",5414,300
"4034",5416,1500
"4035",5417,250
"4036",5418,400
"4037",5419,20
"4038",5420,156
"4039",5421,100
"4040",5422,120
"4041",5423,312
"4042",5424,1680
"4043",5426,640
"4044",5427,40
"4045",5429,500
"4046",5430,416
"4047",5431,2000
"4048",5432,100
"4049",5435,20
"4050",5436,15
"4051",5438,250
"4052",5439,520
"4053",5443,180
"4054",5445,50
"4055",5446,20
"4056",5447,120
"4057",5448,60
"4058",5449,400
"4059",5450,600
"4060",5452,1040
"4061",5453,780
"4062",5455,120
"4063",5456,250
"4064",5457,120
"4065",5458,100
"4066",5459,260
"4067",5461,300
"4068",5463,120
"4069",5464,4
"4070",5465,80
"4071",5466,5
"4072",5467,500
"4073",5468,72
"4074",5469,290
"4075",5470,50
"4076",5471,660
"4077",5472,30
"4078",5473,60
"4079",5474,5
"4080",5475,24
"4081",5476,350
"4082",5477,240
"4083",5478,300
"4084",5479,200
"4085",5480,104
"4086",5482,100
"4087",5483,300
"4088",5484,5337.30568095586
"4089",5485,1200
"4090",5487,416
"4091",5488,52
"4092",5489,520
"4093",5490,100
"4094",5491,250
"4095",5492,100
"4096",5493,20
"4097",5494,2640
"4098",5495,960
"4099",5496,500
"4100",5497,720
"4101",5498,10
"4102",5499,52
"4103",5500,12
"4104",5501,416
"4105",5502,156
"4106",5503,96
"4107",5504,30
"4108",5505,1040
"4109",5507,150
"4110",5509,1560
"4111",5511,50
"4112",5512,416
"4113",5514,100
"4114",5515,360
"4115",5516,60
"4116",5517,1040
"4117",5518,100
"4118",5519,520
"4119",5520,60
"4120",5521,100
"4121",5523,300
"4122",5525,120
"4123",5526,50
"4124",5527,50
"4125",5528,110
"4126",5530,1040
"4127",5531,1440
"4128",5532,50
"4129",5533,520
"4130",5534,100
"4131",5536,260
"4132",5537,50
"4133",5538,10
"4134",5539,960
"4135",5540,50
"4136",5541,20
"4137",5542,260
"4138",5543,2400
"4139",5544,200
"4140",5545,200
"4141",5546,240
"4142",5547,600
"4143",5548,10
"4144",5549,120
"4145",5550,10
"4146",5552,600
"4147",5553,250
"4148",5555,20
"4149",5556,100
"4150",5557,5000
"4151",5558,30
"4152",5559,208
"4153",5560,360
"4154",5561,5
"4155",5562,520
"4156",5567,240
"4157",5568,10
"4158",5570,1040
"4159",5571,60
"4160",5572,780
"4161",5573,832
"4162",5574,50
"4163",5575,180
"4164",5577,600
"4165",5578,40
"4166",5579,100
"4167",5580,10
"4168",5581,300
"4169",5582,60
"4170",5586,500
"4171",5589,208
"4172",5590,864
"4173",5592,20
"4174",5595,20
"4175",5596,1800
"4176",5597,1560
"4177",5598,100
"4178",5599,60
"4179",5600,600
"4180",5601,2600
"4181",5605,156
"4182",5608,120
"4183",5609,520
"4184",5610,100
"4185",5611,364
"4186",5614,200
"4187",5616,20
"4188",5618,60
"4189",5619,260
"4190",5620,100
"4191",5622,240
"4192",5623,20
"4193",5624,520
"4194",5625,45
"4195",5626,312
"4196",5627,300
"4197",5628,240
"4198",5629,132
"4199",5630,50
"4200",5632,1040
"4201",5634,30
"4202",5635,5
"4203",5636,288
"4204",5637,320
"4205",5638,416
"4206",5639,120
"4207",5640,30
"4208",5641,292
"4209",5642,2
"4210",5644,432
"4211",5645,480
"4212",5648,40
"4213",5649,5200
"4214",5650,200
"4215",5651,156
"4216",5653,20
"4217",5658,250
"4218",5660,780
"4219",5661,10
"4220",5662,260
"4221",5663,50
"4222",5664,360
"4223",5665,1200
"4224",5667,364
"4225",5668,2
"4226",5672,25
"4227",5673,1040
"4228",5674,300
"4229",5676,50
"4230",5677,60
"4231",5678,240
"4232",5679,104
"4233",5680,260
"4234",5681,2
"4235",5682,260
"4236",5683,60
"4237",5684,1300
"4238",5685,48
"4239",5686,100
"4240",5689,35
"4241",5690,100
"4242",5691,312
"4243",5692,312
"4244",5693,240
"4245",5694,520
"4246",5696,144
"4247",5697,2000
"4248",5698,50
"4249",5700,240
"4250",5702,60
"4251",5704,10
"4252",5705,20
"4253",5706,600
"4254",5708,40
"4255",5709,100
"4256",5710,8
"4257",5711,300
"4258",5712,50
"4259",5715,30
"4260",5716,1800
"4261",5718,4
"4262",5719,25
"4263",5720,50
"4264",5722,240
"4265",5723,200
"4266",5724,10
"4267",5725,1000
"4268",5726,364
"4269",5727,30
"4270",5728,40
"4271",5729,1040
"4272",5730,5
"4273",5731,780
"4274",5733,10
"4275",5734,300
"4276",5735,156
"4277",5736,50
"4278",5738,300
"4279",5739,160
"4280",5744,360
"4281",5745,150
"4282",5746,96
"4283",5748,30
"4284",5749,20
"4285",5751,1000
"4286",5752,450
"4287",5754,364
"4288",5756,104
"4289",5757,25
"4290",5759,16
"4291",5760,30
"4292",5761,650
"4293",5762,200
"4294",5763,520
"4295",5764,25
"4296",5765,100
"4297",5766,1500
